Skin_Concern,Skin_Type,Skin_Tone,Age,Gender,Recommended_Product
Rosacea,Sensitive,Dusky,52,Female,Cetaphil Redness Relief
Tanning,Combination,Medium,32,Other,Lotus Herbals Safe Sun
Oily Skin,Combination,Fair,40,Other,La Roche-Posay Effaclar Gel
Rosacea,Oily,Fair,28,Female,Cetaphil Redness Relief
Sagging,Sensitive,Olive,53,Female,Pond’s Age Miracle Firming Serum
Dark Spots,Normal,Dark,28,Female,Minimalist Alpha Arbutin Serum
Dryness,Sensitive,Dark,54,Male,CeraVe Moisturizing Cream
Sagging,Sensitive,Dark,36,Male,Pond’s Age Miracle Firming Serum
Dark Circles,Dry,Fair,39,Male,Mamaearth Under Eye Cream
Dryness,Oily,Dusky,22,Other,CeraVe Moisturizing Cream
Tanning,Combination,Medium,22,Other,Lotus Herbals Safe Sun
Redness,Dry,Fair,58,Other,Aveeno Ultra-Calming Foaming Cleanser
Dryness,Oily,Fair,37,Other,CeraVe Moisturizing Cream
Whiteheads,Combination,Dark,31,Male,Paula's Choice BHA Exfoliant
Blackheads,Normal,Olive,52,Female,The Body Shop Tea Tree Cleanser
Tanning,Combination,Medium,25,Male,Lotus Herbals Safe Sun
Tanning,Normal,Dusky,30,Male,Lotus Herbals Safe Sun
Rosacea,Dry,Olive,55,Male,Cetaphil Redness Relief
Pigmentation,Oily,Olive,55,Female,Murad Rapid Age Spot Correcting Serum
Sagging,Oily,Fair,31,Female,Pond’s Age Miracle Firming Serum
Blackheads,Dry,Dark,55,Male,The Body Shop Tea Tree Cleanser
Pigmentation,Dry,Dusky,22,Male,Murad Rapid Age Spot Correcting Serum
Blackheads,Combination,Dark,53,Other,The Body Shop Tea Tree Cleanser
Rosacea,Sensitive,Medium,30,Male,Cetaphil Redness Relief
Oily Skin,Sensitive,Dark,44,Male,La Roche-Posay Effaclar Gel
Rosacea,Normal,Dark,17,Other,Cetaphil Redness Relief
Whiteheads,Dry,Dark,43,Other,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Combination,Fair,47,Other,L'Oreal Paris Glycolic Bright Serum
Eczema,Sensitive,Dark,54,Male,CeraVe Eczema Relief Creamy Oil
Pores,Dry,Fair,54,Other,Innisfree Super Volcanic Clay Mask
Rosacea,Dry,Dark,29,Male,Cetaphil Redness Relief
Uneven Skin Tone,Combination,Dark,33,Male,L'Oreal Paris Glycolic Bright Serum
Dullness,Dry,Dark,54,Female,The Ordinary Vitamin C Suspension
Acne,Normal,Medium,57,Other,Neutrogena Oil-Free Acne Wash
Oily Skin,Sensitive,Fair,40,Other,La Roche-Posay Effaclar Gel
Pores,Combination,Dark,17,Female,Innisfree Super Volcanic Clay Mask
Redness,Sensitive,Dark,21,Female,Aveeno Ultra-Calming Foaming Cleanser
Whiteheads,Combination,Medium,33,Female,Paula's Choice BHA Exfoliant
Whiteheads,Sensitive,Medium,26,Male,Paula's Choice BHA Exfoliant
Inflammation,Normal,Olive,49,Male,The Ordinary Niacinamide 10% + Zinc 1%
Dryness,Sensitive,Dusky,19,Male,CeraVe Moisturizing Cream
Oily Skin,Dry,Fair,55,Other,La Roche-Posay Effaclar Gel
Tanning,Oily,Dusky,21,Other,Lotus Herbals Safe Sun
Whiteheads,Sensitive,Medium,34,Male,Paula's Choice BHA Exfoliant
Redness,Combination,Medium,30,Female,Aveeno Ultra-Calming Foaming Cleanser
Dullness,Dry,Olive,20,Male,The Ordinary Vitamin C Suspension
Oily Skin,Normal,Fair,52,Other,La Roche-Posay Effaclar Gel
Pigmentation,Combination,Olive,46,Female,Murad Rapid Age Spot Correcting Serum
Pigmentation,Dry,Fair,28,Other,Murad Rapid Age Spot Correcting Serum
Oily Skin,Oily,Fair,33,Male,La Roche-Posay Effaclar Gel
Tanning,Oily,Dark,51,Female,Lotus Herbals Safe Sun
Pigmentation,Dry,Olive,27,Male,Murad Rapid Age Spot Correcting Serum
Acne,Combination,Medium,33,Other,Neutrogena Oil-Free Acne Wash
Acne,Normal,Olive,19,Female,Neutrogena Oil-Free Acne Wash
Dark Circles,Dry,Fair,46,Male,Mamaearth Under Eye Cream
Dark Circles,Dry,Olive,39,Other,Mamaearth Under Eye Cream
Whiteheads,Sensitive,Medium,45,Male,Paula's Choice BHA Exfoliant
Wrinkles,Dry,Medium,56,Other,Olay Regenerist Retinol 24
Dryness,Oily,Dark,24,Male,CeraVe Moisturizing Cream
Dullness,Sensitive,Olive,47,Other,The Ordinary Vitamin C Suspension
Rosacea,Normal,Olive,41,Other,Cetaphil Redness Relief
Itchy Skin,Normal,Dusky,54,Other,Eucerin Itch Relief Cream
Rosacea,Combination,Olive,42,Male,Cetaphil Redness Relief
Dark Spots,Sensitive,Medium,18,Male,Minimalist Alpha Arbutin Serum
Oily Skin,Normal,Dusky,35,Male,La Roche-Posay Effaclar Gel
Eczema,Sensitive,Dark,40,Female,CeraVe Eczema Relief Creamy Oil
Pores,Oily,Dusky,47,Male,Innisfree Super Volcanic Clay Mask
Acne,Dry,Dark,56,Male,Neutrogena Oil-Free Acne Wash
Itchy Skin,Normal,Medium,57,Female,Eucerin Itch Relief Cream
Rosacea,Dry,Medium,17,Male,Cetaphil Redness Relief
Itchy Skin,Combination,Dark,41,Female,Eucerin Itch Relief Cream
Itchy Skin,Combination,Medium,45,Male,Eucerin Itch Relief Cream
Redness,Oily,Medium,25,Other,Aveeno Ultra-Calming Foaming Cleanser
Wrinkles,Combination,Dusky,19,Female,Olay Regenerist Retinol 24
Itchy Skin,Sensitive,Dark,20,Other,Eucerin Itch Relief Cream
Dullness,Combination,Olive,51,Female,The Ordinary Vitamin C Suspension
Dryness,Sensitive,Fair,38,Female,CeraVe Moisturizing Cream
Sunburn,Combination,Olive,26,Male,Aloe Vera Gel
Wrinkles,Dry,Olive,33,Male,Olay Regenerist Retinol 24
Acne,Normal,Medium,56,Other,Neutrogena Oil-Free Acne Wash
Pores,Oily,Dark,41,Female,Innisfree Super Volcanic Clay Mask
Eczema,Sensitive,Dusky,55,Female,CeraVe Eczema Relief Creamy Oil
Dullness,Combination,Fair,49,Other,The Ordinary Vitamin C Suspension
Wrinkles,Sensitive,Dark,43,Other,Olay Regenerist Retinol 24
Dryness,Normal,Olive,48,Male,CeraVe Moisturizing Cream
Dark Circles,Sensitive,Dusky,58,Other,Mamaearth Under Eye Cream
Itchy Skin,Combination,Medium,25,Male,Eucerin Itch Relief Cream
Oily Skin,Normal,Dark,33,Female,La Roche-Posay Effaclar Gel
Blackheads,Oily,Fair,35,Male,The Body Shop Tea Tree Cleanser
Dark Circles,Dry,Dark,52,Male,Mamaearth Under Eye Cream
Redness,Dry,Dark,51,Other,Aveeno Ultra-Calming Foaming Cleanser
Whiteheads,Dry,Fair,20,Male,Paula's Choice BHA Exfoliant
Dryness,Combination,Dark,20,Male,CeraVe Moisturizing Cream
Itchy Skin,Dry,Dark,23,Male,Eucerin Itch Relief Cream
Itchy Skin,Combination,Olive,39,Female,Eucerin Itch Relief Cream
Whiteheads,Normal,Olive,51,Other,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Combination,Olive,25,Other,L'Oreal Paris Glycolic Bright Serum
Inflammation,Normal,Dusky,54,Male,The Ordinary Niacinamide 10% + Zinc 1%
Blackheads,Oily,Dark,46,Female,The Body Shop Tea Tree Cleanser
Uneven Skin Tone,Normal,Dusky,47,Other,L'Oreal Paris Glycolic Bright Serum
Rosacea,Oily,Olive,35,Female,Cetaphil Redness Relief
Wrinkles,Dry,Olive,30,Male,Olay Regenerist Retinol 24
Blackheads,Sensitive,Medium,22,Other,The Body Shop Tea Tree Cleanser
Tanning,Normal,Dusky,42,Other,Lotus Herbals Safe Sun
Rosacea,Sensitive,Olive,37,Female,Cetaphil Redness Relief
Oily Skin,Dry,Medium,55,Female,La Roche-Posay Effaclar Gel
Oily Skin,Combination,Fair,43,Female,La Roche-Posay Effaclar Gel
Redness,Dry,Dark,46,Male,Aveeno Ultra-Calming Foaming Cleanser
Uneven Skin Tone,Combination,Fair,35,Male,L'Oreal Paris Glycolic Bright Serum
Sagging,Sensitive,Dark,53,Male,Pond’s Age Miracle Firming Serum
Rosacea,Sensitive,Medium,34,Male,Cetaphil Redness Relief
Eczema,Dry,Dusky,26,Other,CeraVe Eczema Relief Creamy Oil
Uneven Skin Tone,Normal,Dark,21,Male,L'Oreal Paris Glycolic Bright Serum
Oily Skin,Oily,Fair,25,Other,La Roche-Posay Effaclar Gel
Redness,Sensitive,Fair,60,Other,Aveeno Ultra-Calming Foaming Cleanser
Dark Circles,Oily,Fair,46,Male,Mamaearth Under Eye Cream
Dryness,Dry,Dusky,39,Other,CeraVe Moisturizing Cream
Pores,Normal,Fair,18,Male,Innisfree Super Volcanic Clay Mask
Dullness,Combination,Fair,18,Other,The Ordinary Vitamin C Suspension
Oily Skin,Oily,Olive,16,Male,La Roche-Posay Effaclar Gel
Pigmentation,Sensitive,Dark,22,Female,Murad Rapid Age Spot Correcting Serum
Inflammation,Combination,Olive,49,Male,The Ordinary Niacinamide 10% + Zinc 1%
Eczema,Combination,Medium,20,Female,CeraVe Eczema Relief Creamy Oil
Eczema,Combination,Medium,57,Other,CeraVe Eczema Relief Creamy Oil
Dark Spots,Oily,Dark,54,Male,Minimalist Alpha Arbutin Serum
Dullness,Oily,Dark,37,Other,The Ordinary Vitamin C Suspension
Pigmentation,Sensitive,Dark,38,Other,Murad Rapid Age Spot Correcting Serum
Dullness,Combination,Dark,42,Male,The Ordinary Vitamin C Suspension
Dullness,Combination,Medium,31,Female,The Ordinary Vitamin C Suspension
Dark Circles,Dry,Fair,21,Male,Mamaearth Under Eye Cream
Inflammation,Oily,Medium,22,Female,The Ordinary Niacinamide 10% + Zinc 1%
Dark Circles,Dry,Fair,34,Female,Mamaearth Under Eye Cream
Uneven Skin Tone,Normal,Medium,46,Female,L'Oreal Paris Glycolic Bright Serum
Redness,Oily,Olive,53,Female,Aveeno Ultra-Calming Foaming Cleanser
Sunburn,Sensitive,Fair,39,Male,Aloe Vera Gel
Rosacea,Dry,Dusky,20,Male,Cetaphil Redness Relief
Dryness,Combination,Dark,27,Female,CeraVe Moisturizing Cream
Itchy Skin,Sensitive,Dusky,44,Male,Eucerin Itch Relief Cream
Uneven Skin Tone,Sensitive,Dusky,52,Other,L'Oreal Paris Glycolic Bright Serum
Pigmentation,Oily,Medium,32,Female,Murad Rapid Age Spot Correcting Serum
Oily Skin,Sensitive,Dusky,25,Male,La Roche-Posay Effaclar Gel
Dark Circles,Dry,Olive,54,Female,Mamaearth Under Eye Cream
Whiteheads,Dry,Medium,42,Male,Paula's Choice BHA Exfoliant
Acne,Combination,Dusky,55,Female,Neutrogena Oil-Free Acne Wash
Uneven Skin Tone,Oily,Fair,46,Other,L'Oreal Paris Glycolic Bright Serum
Sunburn,Dry,Medium,37,Other,Aloe Vera Gel
Dark Spots,Combination,Olive,41,Other,Minimalist Alpha Arbutin Serum
Inflammation,Normal,Olive,28,Female,The Ordinary Niacinamide 10% + Zinc 1%
Dryness,Sensitive,Olive,51,Female,CeraVe Moisturizing Cream
Tanning,Sensitive,Fair,34,Female,Lotus Herbals Safe Sun
Acne,Sensitive,Olive,56,Male,Neutrogena Oil-Free Acne Wash
Sagging,Sensitive,Dark,54,Other,Pond’s Age Miracle Firming Serum
Blackheads,Combination,Olive,30,Female,The Body Shop Tea Tree Cleanser
Whiteheads,Combination,Fair,30,Other,Paula's Choice BHA Exfoliant
Inflammation,Combination,Dark,32,Male,The Ordinary Niacinamide 10% + Zinc 1%
Dark Spots,Dry,Fair,30,Female,Minimalist Alpha Arbutin Serum
Blackheads,Sensitive,Fair,43,Male,The Body Shop Tea Tree Cleanser
Oily Skin,Combination,Olive,50,Female,La Roche-Posay Effaclar Gel
Acne,Normal,Dusky,54,Other,Neutrogena Oil-Free Acne Wash
Dryness,Sensitive,Olive,29,Other,CeraVe Moisturizing Cream
Tanning,Combination,Fair,31,Female,Lotus Herbals Safe Sun
Tanning,Combination,Medium,50,Other,Lotus Herbals Safe Sun
Sunburn,Oily,Dark,21,Female,Aloe Vera Gel
Blackheads,Sensitive,Fair,22,Male,The Body Shop Tea Tree Cleanser
Whiteheads,Dry,Dusky,58,Female,Paula's Choice BHA Exfoliant
Redness,Dry,Dark,29,Other,Aveeno Ultra-Calming Foaming Cleanser
Pigmentation,Combination,Fair,34,Female,Murad Rapid Age Spot Correcting Serum
Tanning,Normal,Fair,20,Male,Lotus Herbals Safe Sun
Wrinkles,Oily,Medium,20,Female,Olay Regenerist Retinol 24
Pigmentation,Oily,Dark,37,Male,Murad Rapid Age Spot Correcting Serum
Dark Spots,Normal,Dark,48,Male,Minimalist Alpha Arbutin Serum
Sagging,Normal,Dusky,21,Female,Pond’s Age Miracle Firming Serum
Oily Skin,Combination,Medium,40,Male,La Roche-Posay Effaclar Gel
Tanning,Combination,Fair,55,Male,Lotus Herbals Safe Sun
Oily Skin,Dry,Medium,37,Male,La Roche-Posay Effaclar Gel
Dark Spots,Normal,Medium,46,Other,Minimalist Alpha Arbutin Serum
Pores,Oily,Dusky,40,Female,Innisfree Super Volcanic Clay Mask
Wrinkles,Normal,Dark,29,Male,Olay Regenerist Retinol 24
Sunburn,Normal,Dark,53,Other,Aloe Vera Gel
Oily Skin,Dry,Dark,51,Female,La Roche-Posay Effaclar Gel
Rosacea,Combination,Dusky,28,Male,Cetaphil Redness Relief
Dryness,Sensitive,Medium,16,Other,CeraVe Moisturizing Cream
Pores,Oily,Dusky,57,Female,Innisfree Super Volcanic Clay Mask
Redness,Oily,Dusky,45,Male,Aveeno Ultra-Calming Foaming Cleanser
Dark Circles,Oily,Olive,49,Other,Mamaearth Under Eye Cream
Wrinkles,Normal,Medium,46,Female,Olay Regenerist Retinol 24
Tanning,Normal,Dusky,23,Other,Lotus Herbals Safe Sun
Dryness,Combination,Medium,35,Other,CeraVe Moisturizing Cream
Redness,Combination,Fair,22,Male,Aveeno Ultra-Calming Foaming Cleanser
Dullness,Dry,Dusky,40,Male,The Ordinary Vitamin C Suspension
Whiteheads,Combination,Dark,20,Other,Paula's Choice BHA Exfoliant
Pores,Oily,Dark,35,Other,Innisfree Super Volcanic Clay Mask
Dullness,Sensitive,Fair,17,Female,The Ordinary Vitamin C Suspension
Uneven Skin Tone,Dry,Fair,24,Other,L'Oreal Paris Glycolic Bright Serum
Eczema,Normal,Fair,39,Male,CeraVe Eczema Relief Creamy Oil
Wrinkles,Combination,Dusky,36,Male,Olay Regenerist Retinol 24
Pigmentation,Normal,Medium,53,Male,Murad Rapid Age Spot Correcting Serum
Blackheads,Oily,Dusky,35,Other,The Body Shop Tea Tree Cleanser
Tanning,Oily,Olive,52,Other,Lotus Herbals Safe Sun
Tanning,Combination,Olive,58,Female,Lotus Herbals Safe Sun
Wrinkles,Sensitive,Fair,35,Female,Olay Regenerist Retinol 24
Oily Skin,Combination,Dusky,19,Male,La Roche-Posay Effaclar Gel
Oily Skin,Oily,Olive,16,Male,La Roche-Posay Effaclar Gel
Sagging,Oily,Dark,39,Female,Pond’s Age Miracle Firming Serum
Tanning,Oily,Dusky,26,Other,Lotus Herbals Safe Sun
Tanning,Dry,Fair,37,Male,Lotus Herbals Safe Sun
Pigmentation,Normal,Fair,56,Male,Murad Rapid Age Spot Correcting Serum
Sagging,Dry,Medium,26,Other,Pond’s Age Miracle Firming Serum
Dark Spots,Dry,Dark,16,Other,Minimalist Alpha Arbutin Serum
Dark Spots,Combination,Olive,28,Female,Minimalist Alpha Arbutin Serum
Tanning,Dry,Fair,43,Male,Lotus Herbals Safe Sun
Eczema,Sensitive,Medium,49,Female,CeraVe Eczema Relief Creamy Oil
Pores,Dry,Dark,53,Female,Innisfree Super Volcanic Clay Mask
Inflammation,Combination,Dusky,31,Other,The Ordinary Niacinamide 10% + Zinc 1%
Wrinkles,Sensitive,Dusky,57,Other,Olay Regenerist Retinol 24
Sagging,Oily,Fair,41,Other,Pond’s Age Miracle Firming Serum
Sunburn,Combination,Medium,52,Male,Aloe Vera Gel
Inflammation,Oily,Medium,24,Other,The Ordinary Niacinamide 10% + Zinc 1%
Dryness,Dry,Medium,18,Other,CeraVe Moisturizing Cream
Oily Skin,Sensitive,Medium,29,Female,La Roche-Posay Effaclar Gel
Wrinkles,Normal,Fair,57,Male,Olay Regenerist Retinol 24
Wrinkles,Oily,Dark,22,Female,Olay Regenerist Retinol 24
Sunburn,Sensitive,Medium,25,Other,Aloe Vera Gel
Wrinkles,Combination,Dusky,42,Female,Olay Regenerist Retinol 24
Dark Spots,Combination,Dark,58,Male,Minimalist Alpha Arbutin Serum
Dark Circles,Dry,Dark,38,Male,Mamaearth Under Eye Cream
Blackheads,Sensitive,Dark,33,Female,The Body Shop Tea Tree Cleanser
Dryness,Combination,Fair,43,Female,CeraVe Moisturizing Cream
Pigmentation,Oily,Fair,45,Other,Murad Rapid Age Spot Correcting Serum
Dullness,Dry,Dark,23,Female,The Ordinary Vitamin C Suspension
Dark Circles,Combination,Dusky,27,Female,Mamaearth Under Eye Cream
Acne,Sensitive,Olive,20,Other,Neutrogena Oil-Free Acne Wash
Itchy Skin,Combination,Dusky,57,Male,Eucerin Itch Relief Cream
Itchy Skin,Dry,Dusky,46,Female,Eucerin Itch Relief Cream
Whiteheads,Dry,Dark,30,Female,Paula's Choice BHA Exfoliant
Dark Circles,Oily,Medium,57,Female,Mamaearth Under Eye Cream
Rosacea,Dry,Olive,48,Other,Cetaphil Redness Relief
Dark Circles,Oily,Dusky,39,Other,Mamaearth Under Eye Cream
Whiteheads,Oily,Dusky,58,Other,Paula's Choice BHA Exfoliant
Dullness,Sensitive,Fair,20,Other,The Ordinary Vitamin C Suspension
Wrinkles,Dry,Dusky,32,Male,Olay Regenerist Retinol 24
Tanning,Normal,Olive,49,Male,Lotus Herbals Safe Sun
Sagging,Normal,Fair,25,Male,Pond’s Age Miracle Firming Serum
Uneven Skin Tone,Normal,Dark,52,Female,L'Oreal Paris Glycolic Bright Serum
Acne,Sensitive,Medium,27,Male,Neutrogena Oil-Free Acne Wash
Dullness,Sensitive,Dusky,60,Female,The Ordinary Vitamin C Suspension
Inflammation,Dry,Dark,58,Other,The Ordinary Niacinamide 10% + Zinc 1%
Inflammation,Normal,Dusky,22,Female,The Ordinary Niacinamide 10% + Zinc 1%
Sagging,Normal,Medium,31,Female,Pond’s Age Miracle Firming Serum
Dryness,Combination,Dusky,46,Male,CeraVe Moisturizing Cream
Tanning,Combination,Dark,30,Female,Lotus Herbals Safe Sun
Tanning,Oily,Fair,22,Other,Lotus Herbals Safe Sun
Dark Circles,Dry,Dark,18,Male,Mamaearth Under Eye Cream
Itchy Skin,Sensitive,Olive,20,Male,Eucerin Itch Relief Cream
Tanning,Sensitive,Medium,30,Other,Lotus Herbals Safe Sun
Sunburn,Dry,Dusky,22,Male,Aloe Vera Gel
Whiteheads,Oily,Olive,42,Male,Paula's Choice BHA Exfoliant
Whiteheads,Normal,Dark,29,Male,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Dry,Olive,23,Male,L'Oreal Paris Glycolic Bright Serum
Whiteheads,Normal,Olive,56,Male,Paula's Choice BHA Exfoliant
Dryness,Sensitive,Dusky,50,Male,CeraVe Moisturizing Cream
Acne,Sensitive,Medium,42,Female,Neutrogena Oil-Free Acne Wash
Wrinkles,Oily,Olive,53,Male,Olay Regenerist Retinol 24
Inflammation,Combination,Fair,43,Other,The Ordinary Niacinamide 10% + Zinc 1%
Pores,Combination,Dark,51,Other,Innisfree Super Volcanic Clay Mask
Pigmentation,Oily,Fair,56,Other,Murad Rapid Age Spot Correcting Serum
Acne,Combination,Medium,27,Male,Neutrogena Oil-Free Acne Wash
Blackheads,Oily,Medium,28,Male,The Body Shop Tea Tree Cleanser
Sunburn,Dry,Dusky,45,Male,Aloe Vera Gel
Itchy Skin,Dry,Olive,24,Male,Eucerin Itch Relief Cream
Wrinkles,Dry,Dusky,56,Female,Olay Regenerist Retinol 24
Redness,Dry,Fair,26,Female,Aveeno Ultra-Calming Foaming Cleanser
Rosacea,Oily,Medium,39,Male,Cetaphil Redness Relief
Tanning,Dry,Dark,22,Male,Lotus Herbals Safe Sun
Pigmentation,Dry,Fair,25,Female,Murad Rapid Age Spot Correcting Serum
Wrinkles,Sensitive,Medium,60,Male,Olay Regenerist Retinol 24
Whiteheads,Normal,Olive,59,Other,Paula's Choice BHA Exfoliant
Inflammation,Normal,Dusky,44,Male,The Ordinary Niacinamide 10% + Zinc 1%
Eczema,Normal,Olive,29,Female,CeraVe Eczema Relief Creamy Oil
Redness,Dry,Olive,44,Female,Aveeno Ultra-Calming Foaming Cleanser
Uneven Skin Tone,Combination,Olive,29,Other,L'Oreal Paris Glycolic Bright Serum
Acne,Dry,Dark,34,Female,Neutrogena Oil-Free Acne Wash
Tanning,Sensitive,Fair,53,Male,Lotus Herbals Safe Sun
Dark Circles,Oily,Medium,60,Other,Mamaearth Under Eye Cream
Wrinkles,Normal,Dark,41,Other,Olay Regenerist Retinol 24
Inflammation,Dry,Fair,49,Male,The Ordinary Niacinamide 10% + Zinc 1%
Tanning,Dry,Medium,31,Male,Lotus Herbals Safe Sun
Dark Spots,Normal,Olive,20,Male,Minimalist Alpha Arbutin Serum
Tanning,Normal,Fair,37,Other,Lotus Herbals Safe Sun
Tanning,Oily,Dusky,32,Female,Lotus Herbals Safe Sun
Tanning,Dry,Medium,18,Female,Lotus Herbals Safe Sun
Sagging,Dry,Medium,30,Other,Pond’s Age Miracle Firming Serum
Oily Skin,Normal,Medium,55,Female,La Roche-Posay Effaclar Gel
Oily Skin,Sensitive,Olive,21,Other,La Roche-Posay Effaclar Gel
Uneven Skin Tone,Sensitive,Medium,59,Female,L'Oreal Paris Glycolic Bright Serum
Uneven Skin Tone,Oily,Fair,16,Male,L'Oreal Paris Glycolic Bright Serum
Acne,Oily,Fair,36,Male,Neutrogena Oil-Free Acne Wash
Inflammation,Oily,Fair,60,Male,The Ordinary Niacinamide 10% + Zinc 1%
Sagging,Oily,Dark,50,Other,Pond’s Age Miracle Firming Serum
Pores,Oily,Olive,17,Other,Innisfree Super Volcanic Clay Mask
Dark Circles,Combination,Dusky,40,Other,Mamaearth Under Eye Cream
Wrinkles,Normal,Dusky,34,Female,Olay Regenerist Retinol 24
Pigmentation,Oily,Olive,25,Other,Murad Rapid Age Spot Correcting Serum
Inflammation,Normal,Dark,34,Female,The Ordinary Niacinamide 10% + Zinc 1%
Dark Spots,Oily,Medium,27,Female,Minimalist Alpha Arbutin Serum
Dark Spots,Normal,Fair,36,Female,Minimalist Alpha Arbutin Serum
Sagging,Oily,Olive,43,Female,Pond’s Age Miracle Firming Serum
Acne,Oily,Olive,19,Male,Neutrogena Oil-Free Acne Wash
Whiteheads,Dry,Dark,38,Other,Paula's Choice BHA Exfoliant
Uneven Skin Tone,Oily,Dusky,49,Female,L'Oreal Paris Glycolic Bright Serum
Dark Spots,Dry,Dark,40,Other,Minimalist Alpha Arbutin Serum
Wrinkles,Dry,Dark,25,Female,Olay Regenerist Retinol 24
Dark Spots,Dry,Dusky,39,Other,Minimalist Alpha Arbutin Serum
Dryness,Combination,Dusky,26,Other,CeraVe Moisturizing Cream
Rosacea,Oily,Olive,18,Other,Cetaphil Redness Relief
Sagging,Oily,Dark,29,Male,Pond’s Age Miracle Firming Serum
Redness,Normal,Olive,51,Female,Aveeno Ultra-Calming Foaming Cleanser
Eczema,Combination,Fair,55,Other,CeraVe Eczema Relief Creamy Oil
Dark Spots,Dry,Medium,20,Male,Minimalist Alpha Arbutin Serum
Whiteheads,Oily,Fair,41,Female,Paula's Choice BHA Exfoliant
Dark Spots,Oily,Olive,49,Other,Minimalist Alpha Arbutin Serum
Acne,Combination,Dusky,57,Male,Neutrogena Oil-Free Acne Wash
Tanning,Sensitive,Dark,31,Other,Lotus Herbals Safe Sun
Sunburn,Sensitive,Medium,49,Other,Aloe Vera Gel
Oily Skin,Sensitive,Dusky,31,Male,La Roche-Posay Effaclar Gel
Oily Skin,Dry,Dark,55,Other,La Roche-Posay Effaclar Gel
Dullness,Dry,Olive,52,Other,The Ordinary Vitamin C Suspension
Dullness,Sensitive,Dusky,26,Male,The Ordinary Vitamin C Suspension
Blackheads,Sensitive,Medium,39,Other,The Body Shop Tea Tree Cleanser
Dark Spots,Sensitive,Medium,22,Female,Minimalist Alpha Arbutin Serum
Whiteheads,Oily,Dark,18,Female,Paula's Choice BHA Exfoliant
Dullness,Sensitive,Medium,38,Female,The Ordinary Vitamin C Suspension
Dullness,Oily,Medium,41,Male,The Ordinary Vitamin C Suspension
Pores,Combination,Olive,59,Male,Innisfree Super Volcanic Clay Mask
Dullness,Dry,Fair,58,Male,The Ordinary Vitamin C Suspension
Sagging,Sensitive,Dusky,42,Female,Pond’s Age Miracle Firming Serum
Dullness,Normal,Olive,49,Other,The Ordinary Vitamin C Suspension
Acne,Dry,Fair,39,Male,Neutrogena Oil-Free Acne Wash
Tanning,Normal,Olive,27,Female,Lotus Herbals Safe Sun
Uneven Skin Tone,Dry,Dark,55,Other,L'Oreal Paris Glycolic Bright Serum
